Tweet,Sentiment
NATO holds emergency meeting after deadly incident in Poland near Ukraine border | CBC News https://t.co/XJ6csTQGKy,Positive
RT @samanthamarika1: Will the White House withdraw its $37.7 billion funding request for Ukraine or is that money already in the process of…,Negative
@hyperion6001 @nordic_ned @ChristopherJM Why wouldn't Duda listen? Do you think Duda wants his country to directly… https://t.co/PLvdAB98SQ,Negative
"‘Ukraine has evidence of a ""Russian trace"" in an explosion in eastern Poland which #Warsaw and @NATO say was probab… https://t.co/NitLOn7BcU",Negative
@iStrong113 @TRussophobia @Zomolek22S @WithAndriy @nexta_tv And not wanting a wat is bad because…? look I am sure U… https://t.co/P61sK5deAG,Positive
@JackPosobiec Miller &amp; Austin were caught out when asked why Zelensky was still claiming it was a Russian missile e… https://t.co/2zV3QUB5HW,Negative
@Hbetyea @keithamccluske1 @RealCandaceO Russia wants NATO to stop placing bio labs on their border and encroaching… https://t.co/Oy8VlzxLlq,Negative
"@hendopolis Should read ‘Slovakian missiles’

As it was the Russian made S300 missile generously donated to the Ukr… https://t.co/toxjX1ymj4",Negative
RT @VoxEthicabr: @I_Katchanovski Welcome to Free World's Small Comedian Nazi-Zionist Zelensky's Ukraine!,Negative
"RT @RepSwalwell: There’s a lot going on. Midterm election uncertainty. Defending against Russia’s war in Ukraine. But 14,000 innocent peopl…",Negative
"RT @mhmck: Ukraine and Poland understand the Russian Federation is a terrorist state and nothing more.

Tragically, decision-makers in the…",Negative
"RT @BlkHmmrTimes: President Trump officially announced his Bid for his 2nd term yesterday at Maralago.
He slammed the Globalist captured Re…",Negative
"#Zelensky rebuffs Polish friends

Instead of condolences he says:

“I have no doubt that it was not our missile” he… https://t.co/Cz4c707kVv",Negative
"RT @thatdayin1992: So, is NATO going to invoke Article 5 and attack Ukraine now? https://t.co/ZwKxzqNa8R",Negative
"RT @KyivIndependent: ⚡️ Ukraine’s parliament votes to extend martial law, mobilization.

The Verkhovna Rada has prolonged Ukraine’s martial…",Negative
"@redeye20200 @ProjectLincoln I love that Stephanie Ruhle went with Ukraine coverage for her first segment, covering… https://t.co/HqLGL1sZMD",Negative
"RT @cjokay: If Russia had done it: World War 3
Ukraine does it: Shit happens 🤷🏽‍♂️",Positive
RT @NataliyaMedPhys: Please register for the London Cancer Week session on #oncology in #Ukraine Nov 17th 4-8pm GMT. Organized by @beznosen…,Negative
Ukraine is not a member of  NATO so why is Ireland at war https://t.co/zz0YuAMJTS,Negative
"RT @RWApodcast: ""Ukraine does not agree with the conclusions of Western countries about the Ukrainian origin of the rocket that fell in Pol…",Negative
"RT @ggreenwald: (In case anyone objects to calling what's happening in Ukraine a ""US proxy war,"" that's not a real debate. Top US officials…",Positive
RT @breckgirl4ever: Those Ukraine flags sure are disappearing.,Negative
@KarinaVinnikova Not fair. Without NATO situation would have been worst for Ukraine.,Positive
@Matcha_Lex @tartinki @Bes91647703 @MakeYourBed1 @TpyxaNews What?! If you accuse someone of being a robber you must… https://t.co/rZFRKmhyPh,Negative
@MattWalshBlog Remember Ukraine investing all humanitarian aid  in #FTX ?,Negative
"RT @olex_scherba: A dead mobik near Luhansk. Spent in Ukraine 14 days. His last sms reads “Goodnight. Love you. Will come back to you!” 

#…",Negative
@AvonandsomerRob Putin invading Ukraine is what makes me choose Putin on that one. Not sure how you conclude the opposite.,Positive
"@sunick51 @Eastcheam77 @DavidDavisMP Vaccine rollout had nothing to do with leaving the eu, neither did our helping… https://t.co/acI2UZGde6",Negative
"@Yuppy_Puppys @JennaEllisEsq Democrats laundered ""Defense Spending"" in the US backed war in Ukraine. Money is funne… https://t.co/mpytsRcEd5",Negative
"RT @IuliiaMendel: whatever the final conclusions may be, it is clear that the party ultimately responsible for this tragic incident is Russ…",Positive
RT @WUTangKids: Banksy has confirmed 7 amazing murals to be his work throughout Ukraine https://t.co/X5ABd54nbc https://t.co/EiuZWQrkmr,Negative
"RT @mjluxmoore: Another video from Kherson region. Ukraine is advancing cautiously towards Kherson City, where its military expects some na…",Positive
RT @davidkurten: The collective West should stop sending money and weapons to Ukraine and avoid escalation to a nuclear conflict.,Negative
"@zigzagjag156 @Brightafc85 @Jackius7 @SteveODare @JeffStelling Ukraine flag,says it all.Virtue signalling.Goodbye.",Negative
"@JackPosobiec Biden blames Ukrainian air defence missile for the death of two Polish citizens. #NATO rules out ""no… https://t.co/ypliY0w9Qf",Negative
"RT @BuenoForMiami: Just so we’re clear: 

A huge scam was uncovered where: 

FTX gave money to Democrats that were tax dollars laundered th…",Negative
"RT @EUCouncilPress: Statement by @JosepBorrellF on behalf of the EU on the explosion in Poland.
The EU expresses its unwavering unity &amp; sol…",Negative
@originaleo @KimDotcom When did you tune into channel Ukraine? I recall battalions sent to the regions (who refused… https://t.co/gwR2coqHzf,Negative
"RT @Arslon_Xudosi: #Ukraine: Hundreds of 120mm mortar shells left behind by Russian forces, likely in Kherson oblast. https://t.co/pcgbb8Oo…",Positive
"“We need to provide Ukraine with everything they need to defend themselves,” says Sen. Ben Cardin (D) Maryland. 

P… https://t.co/V8TAZMXMZE",Negative
Russia turns to 'terror' campaign after Ukraine failures: top US general https://t.co/jKiS5raN5D,Negative
RT @Angry_Staffer: This is why we wait for the facts. An errant air defense munition and/or fragmentation from a successful interception ma…,Negative
RT @LvivTyler: What if the real negotiations were between Poland and Russia (to jointly annex Ukraine)? 😏,Negative
RT @ukraine_map: US General Mark Milley 🇺🇸 stated that Russia has lost a lot of their 4th and 5th generation fighter jets and a lot of thei…,Negative
"@BugsyPeter @AlexMcleod8888 @AshleyLeahy Oh don't wish that on them!😕
Ukraine 🇺🇦 has more than enough problems mate!😥💔",Negative
RT @nwl88444048: Did Ukraine not quickly realise one of its very expensive guided missiles with a relatively short range had gone astray an…,Positive
"RT @AlisonClark16: Always proud to be a #NAFOfella 😃 I couldn’t imagine my life now, without Ukrainians in it. I have found my people! I wi…",Negative
"...as telling Ukrainian media.

He said he believed Tuesday's [15/11/2022] explosion was caused by a… https://t.co/zetjyikzTW",Negative
"@jensstoltenberg @prezydentpl explosion ? was not a missile from Ukraine ? absurd you are all liars, embarrassing",Positive
"RT @KyivPost: 📸 Nice home deco? Anyone? Just 10,000 euros.

@Kaputin_Off  is auctioning this lovely piece to buy a strike drone for the Ukr…",Negative
"RT @Mohamme90939901: Russia hits Poland.

""This is an act of war. NATO must act to stop Russia, those evil, tyrants"". 

Ukraine hits Poland…",Positive
"The Canadian Prime Minister and all kinds of big names tweeted out a BIG FAT LIE yesterday about Iran.

Zelensky an… https://t.co/zDW89SZAVk",Negative
Pentagon says U.S. will support Ukraine 'for as long as it takes' https://t.co/YjspsVr3Cq https://t.co/SJnesUuhEp,Positive
Pentagon says U.S. will support Ukraine 'for as long as it takes' https://t.co/TTNkqfWpJy #reuters,Positive
"@warren_Meidas @greg_price11 Nevertheless, 🇺🇦 military aren’t kindergarteners they would have been FULLY aware in w… https://t.co/DHNdX3GYKe",Negative
@DonaldJTrumpJr Every Russian killed in Ukraine is one we don’t have to kill later,Positive
"RT @GFilza: What is the mission of these #zionists
#paramedics ? 
To kill people or to save
lives? 
#FreePalestine 
#EndIsraeliApartheid
#P…",Negative
@JackPosobiec Ukraine isn't part of NATO. Right?,Negative
"@Jim_Jordan He tossed women's bodily autonomy under the bus, tried to give Ukraine to Putin, and blabbed about law&amp;… https://t.co/FvM0ZIuLHR",Negative
"‘Ukraine was swift to blame Russia. President Zelensky called it ""a #RussianMissileAttack on #CollectiveSecurity"" a… https://t.co/uD2kxazUy6",Negative
RT @samanthamarika1: No more money to Ukraine! It's that simple.,Positive
"RT @NOELreports: The Armed Forces of Ukraine continue to collect trophies in the Kherson Region. A rare Russian BMP-1AM ""Basurmanin"". https…",Negative
"RT @HungaryBased: Iryna Farion, a popular Ukrainian politician at a presentation in Lviv, at the event mentions ethnic minorities including…",Negative
RT @apmassaro3: F-16s for Ukraine,Negative
"RT @am_misfit: The German government reported on the transfer to Ukraine..

~Ammunition for multiple launch rocket systems MARS II
 ~3 tank…",Negative
"RT @kylenabecker: The Ukraine-FTX-Biden scandal isn't going away. 

There's no 'running out the clock' on this one, guys.",Negative
"BBC News - Ukraine war: Poland missile strike reveals @NATO divisions

‘Responsibility for the #MssileStrike in Pol… https://t.co/c7wU2hb4ud",Negative
RT @DenesTorteli: ⚡️An excellent hit directly into the open engine and transmission compartment of the BMP-3 of the occupiers with the help…,Negative
@catturd2 Who’s fault was it? If Russia doesn’t fire 100 missiles at Ukraine and then Ukraine fires missiles to sav… https://t.co/aAQKYbQByO,Negative
"@TAgencja @Oxet64 @ZelenskyyUa @AndrzejDuda its not a illigal fight, they have much to search there, lets begin wit… https://t.co/660KqgQcB7",Negative
The blast that killed two people in Poland near its eastern border put Ukraine’s air defenses under the spotlight https://t.co/SIxZhXWi3o,Positive
"RT @CDNParalympics: ""The CPC joins the worldwide movement of NPC and other sporting organizations in continuing to condemn the atrocities b…",Positive
The Chris Hedges Report: The truth about Ukraine with Medea Benjamin https://t.co/lBATXQc49j via @YouTube,Negative
"RT @peterson__scott: “I am alive, my limbs are in place – so yes, I feel lucky…” 
Even as shells fall, #Ukraine’s deminers work to make the…",Negative
"December 12th, 2022 the Russian Bear ""Blitz""will be unleashed-with the complete capitulation of Ukraine's defense f… https://t.co/7Icg3qtZ2R",Negative
"RT @visegrad24: Graves of young Ukrainian soldiers who sacrificed their lives for a sovereign Ukrainian , without Russian influence.

RIP h…",Negative
@greg_price11 We never asked for a single thing that you’re giving us. All we want is for you to close the border s… https://t.co/OAqlZ1B4JD,Positive
"RT @MadeInTheUSANJ: @DonaldJTrumpJr Take your warmongering distractions and propaganda back to Trump social where it’s welcome, Junior. We…",Negative
@_JohnnyRotten_ @RealCandaceO I'm trying to get a better understanding of why we are helping Ukraine... people who'… https://t.co/9UuCrk2Amb,Negative
"RT @TpyxaNews: “Germany does not care whose rocket fell in Poland, in any case Russia is to blame, because it attacked Ukraine” — Olaf Scho…",Negative
"@RepMTG All  stop on all US foreign aid not just Ukraine. We must have an audit on all of it, just yesterday I see… https://t.co/87EyxtkxGA",Positive
RT @RWorld1228: Question...what was the amount lost by FTX? Any chance it was close to the amount Biden just asked for to send to Ukraine?,Negative
"@mattgaetz Not all info is in, it could be from either. Probably, hopefully from Ukraine, but the Russians have use… https://t.co/vVaLs4rOSK",Negative
"@RonPaul Missiles from Russia?
What BS are you spreading?
Even Ukraine admitted today to fire those.",Negative
"RT @NOELreports: In the battles for Mayorsk, the 1st Horli territorial battalion (mobilized from Donbas) lost 50% of its personnel and was…",Negative
Straight Calls 6 - Ukraine capitulation is on the horizon https://t.co/40CTmjFi2J via @YouTube,Negative
@queen_brittania @StormDanser @elijahwood Laundering money through Ukraine is most definitely within the president'… https://t.co/0A0goifgFx,Negative
"RT @zoo_bear: @AmitShah @narendramodi In a TV interview, Amit Shah has claimed that PM Modi halted the Ukraine war to evacuate Indians. The…",Negative
RT @TheScarmind: Menendez to Reeker &amp; Karen Donfried if they are aware of #Azerbaijan's use of banned weapons: Cluster bombs/white phosphor…,Negative
"RT @StarnesDw: We deserve to know! Audit Ukraine Now!
@TuckerCarlson 
@FoxNews",Negative
RT @PatriotFileTwo: @tomselliott The entire world now knows @ZelenskyyUa is corrupt and a liar. Russia did NOT attack Poland and #FTX is a…,Positive
@JacetheForsaken @L_YESGAL @FoxNews Is hypocrisy your mantra. You baselessly refer to Desantis as fascist while ope… https://t.co/u0d9T5ms3Y,Negative
RT @ajamubaraka: The comments by the actor president of Ukraine on the missile strike in Poland demonstrated once again why his reckless &amp;…,Negative
